ChemicalID	DiseaseID	PubMedIDs
D017374	D007565	9190513
D017374	D007565	9916669
D017374	D017093	9190513
D017374	D008133	9715482
D017374	D001523	11195562
D017374	D019964	15610935
D017374	D009127	15570195
D017374	D009127	8573063
D017374	D009127	9018197
D017374	D009207	19435583
D017374	D009207	2986413
D017374	D009207	7945606
D017374	D009325	12702891
D017374	D009325	15699296
D017374	D009325	16259535
D017374	D009325	18996028
D017374	D009325	7802108
D017374	D009325	9164424
D017374	D009325	9433336
D017374	D009325	10817105
D017374	D009325	10933120
D017374	D009325	11673748
D017374	D009357	14689334
D017374	D009422	9442550
D017374	D009459	17154040
D017374	D009459	14624202
D017374	D009459	15387267
D017374	D009459	16720068
D017374	D053206	12648899
D017374	D053206	15349022
D017374	D009846	16633772
D017374	D010292	9164432
D017374	D010302	19074535
D017374	D020734	15613935
D017374	D010554	10847309
D017374	D011297	15570195
D017374	D011297	16406480
D017374	D011317	10327919
D017374	D011537	17373154
D017374	D011559	20633736
D017374	D011595	14961937
D017374	D011596	8499822
D017374	D011655	15280515
D017374	D012021	7945606
D017374	D020187	17803018
D017374	D012148	9021005
D017374	D012148	16675374
D017374	D012148	18468624
D017374	D012148	20470847
D017374	D012640	19435583
D017374	D012640	10743914
D017374	D012640	15274905
D017374	D012640	18842231
D017374	D020230	7945606
D017374	D020230	8869767
D017374	D020230	9018197
D017374	D020230	9658268
D017374	D020230	9684919
D017374	D020230	10751931
D017374	D020230	16916568
D017374	D020230	20298736
D017374	D012735	17474807
D017374	D012735	7694921
D017374	D012735	9433336
D017374	D012735	11673748
D017374	D012735	15589385
D017374	D012735	15960560
D017374	D020018	12378847
D017374	D020018	14742097
D017374	D020018	15191617
D017374	D020018	15323605
D017374	D020018	15669895
D017374	D020018	15699296
D017374	D020018	7573593
D017374	D020018	8567191
D017374	D020018	9054202
D017374	D020018	9292833
D017374	D020018	9509375
D017374	D020018	10327926
D017374	D020018	10350034
D017374	D020018	10830148
D017374	D020186	11157444
D017374	D007319	16259535
D017374	D007319	21157932
D017374	D007319	7653703
D017374	D007319	9100415
D017374	D007319	9183122
D017374	D007319	9433336
D017374	D007319	10817105
D017374	D007319	15520363
D017374	D007319	15699296
D017374	D013009	12716257
D017374	D013262	25811541
D017374	D020521	15150381
D017374	D013375	18327750
D017374	D013375	19686432
D017374	D013375	7603169
D017374	D013375	7625481
D017374	D013375	7694921
D017374	D013375	7726327
D017374	D013375	7802108
D017374	D013375	8027419
D017374	D013375	8602387
D017374	D013375	8889907
D017374	D013375	8889917
D017374	D013375	10770473
D017374	D013375	9004064
D017374	D013375	14689334
D017374	D013375	14990771
D017374	D013610	11324355
D017374	D013610	11673748
D017374	D020323	10863766
D017374	D020323	18582189
D017374	D014060	8909336
D017374	D014202	15570195
D017374	D014202	16026177
D017374	D014202	16259535
D017374	D014202	16916568
D017374	D014202	19074535
D017374	D014202	7945606
D017374	D014202	9433336
D017374	D014202	10403145
D017374	D014202	11270916
D017374	D014202	11673748
D017374	D014474	8499822
D017374	D014549	11147747
D017374	D014581	17373154
D017374	D014657	17373154
D017374	D018366	11230000
D017374	D054556	15280515
D017374	D020246	9211574
D017374	D014786	16916568
D017374	D014839	15520363
D017374	D015430	15191617
D017374	D014987	16259535
D017374	D014987	9164424
D017374	D014987	9433336
D017374	D014987	10817105
D017374	D014987	11673748
D017374	D014987	15699296
C107251	D014717	5547475
D052638	D058186	19797351
D052638	D055371	12396868
D052638	D055371	12832678
D052638	D055371	16298680
D052638	C538231	9455688
D052638	D000236	9455688
D052638	D000544	15513908
D052638	D000544	25978701
D052638	D001008	25810495
D052638	D001145	19479017
D052638	D001145	19748997
D052638	D001145	21669557
D052638	D001247	19342399
D052638	D001249	19270802
D052638	D001249	19337525
D052638	D001249	20123607
D052638	D001249	20667130
D052638	D001249	26452298
D052638	D001249	26731790
D052638	D001249	15121522
D052638	D001249	16425660
D052638	D001249	18795172
D052638	D050197	20161713
D052638	D050197	24045146
D052638	D001289	23694812
D052638	D001327	20870568
D052638	D001724	23778542
D052638	D001724	25261950
D052638	D001724	26090691
D052638	D001724	21156397
D052638	D001724	22404858
D052638	D001724	22709681
D052638	D001919	20121584
D052638	D001930	25517455
D052638	D016535	20061214
D052638	D016535	22778050
D052638	D016535	10550748
D052638	D016535	18214922
D052638	D016535	19074765
D052638	D001988	17158471
D052638	D001991	17938744
D052638	D001991	19337525
D052638	D029481	25168129
D052638	D001996	19176365
D052638	D002277	18353537
D052638	D002318	26765444
D052638	D002318	21846610
D052638	D002318	15345340
D052638	D002318	26884048
D052638	D002318	22389181
D052638	D002318	17229464
D052638	D002318	27138533
D052638	D002318	22418586
D052638	D002318	17434951
D052638	D002318	18285643
D052638	D002318	18288318
D052638	D002318	19594904
D052638	D002318	20025755
D052638	D002318	22529923
D052638	D002318	21172759
D052638	D002318	23836630
D052638	D002318	21193387
D052638	D002318	24633320
D052638	D002318	21381634
D052638	D002318	25760161
D052638	D002318	21695220
D052638	D002318	12396868
D052638	D002318	26219103
D052638	D002318	21768054
D052638	D002318	14754572
D052638	D002318	26370657
D052638	D002318	21776219
D052638	D002318	15195175
D052638	D002340	18227099
D052638	C563733	26142402
D052638	D002471	18353537
D052638	D002561	21695220
D052638	D002561	26496744
D052638	D002869	21269926
D052638	D002971	15987727
D052638	D002972	15987727
D052638	D019955	23694812
D052638	D000013	21269926
D052638	D003231	12948892
D052638	D003231	19342399
D052638	D003324	20049120
D052638	D003327	26149207
D052638	D003327	16330354
D052638	D003327	18835862
D052638	D003327	21081301
D052638	D003371	23728483
D052638	D003371	25374400
D052638	D003643	26149207
D052638	D003643	15579414
D052638	D003643	26219103
D052638	D003643	17450219
D052638	D003643	26370657
D052638	D003643	18285643
D052638	D003643	18288318
D052638	D003643	18835862
D052638	D003643	18974224
D052638	D003643	19079710
D052638	D003643	26603253
D052638	D003643	20966448
D052638	D003643	27082965
D052638	D003643	21695220
D052638	D003643	27138440
D052638	D003643	21768054
D052638	D003643	27152932
D052638	D003643	23836630
D052638	D003643	12842775
D052638	D003643	24633320
D052638	D003643	15345340
D052638	D003643	25168129
D052638	D003643	15550600
D052638	D003704	25978701
D052638	D003865	27129131
D052638	D003876	23817207
D052638	D048909	23147376
D052638	D003920	20025755
D052638	D003920	22529923
D052638	D003924	20504758
D052638	D004198	12654634
D052638	D004198	17987464
D052638	D007280	17938725
D052638	D056486	26419227
D052638	D004417	19365288
D052638	D004417	25374400
D052638	D004489	18184637
D052638	D004694	15987727
D052638	D005076	12948892
D052638	D005076	19342399
D052638	D005128	25945533
D052638	D005313	21447454
D052638	D005317	22404858
D052638	D005317	26090691
D052638	D005355	27158778
D052638	D018149	21873646
D052638	D006261	19342399
D052638	D006331	22134058
D052638	D006331	12842775
D052638	D006331	20049219
D052638	D006331	20152037
D052638	D006335	27158778
D052638	D006335	27216425
D052638	D006344	15987727
D052638	D006344	27203204
D052638	D006345	27203204
D052638	D006965	9085076
D052638	D006967	20562226
D052638	D006967	27341501
D052638	D006967	16979384
D052638	D006967	17620185
D052638	D006967	19654922
D052638	D006973	24240275
D052638	D006973	27177127
D052638	D006973	21827977
D052638	D006973	22188661
D052638	D006973	22632576
D052638	D007247	25407529
D052638	D007248	25407529
D052638	D007249	24045146
D052638	D007249	18470293
D052638	D007249	25479755
D052638	D007249	19165387
D052638	D007249	25517455
D052638	D007249	19635756
D052638	D007249	19654918
D052638	D007249	19672412
D052638	D007249	20123602
D052638	D007249	20870568
D052638	D007249	27158778
D052638	D007249	21371539
D052638	D007249	21381634
D052638	D007249	21708214
D052638	D007249	22306530
D052638	D007249	10702361
D052638	D007249	23451061
D052638	D007249	16307977
D052638	D007249	23892126
D052638	D007249	17301066
D052638	D007333	24149114
D052638	D007333	26863688
D052638	D007333	21873646
D052638	D007333	22732554
D052638	D007333	23126276
D052638	D002546	21399501
D052638	D007859	18926851
D052638	D007859	21663545
D052638	D007859	26291742
D052638	D008171	23022853
D052638	D008171	23147376
D052638	D008171	23451061
D052638	D008171	23685237
D052638	D008171	19590680
D052638	D008171	19750108
D052638	D008171	19797351
D052638	D055370	17301066
D052638	D055370	18187276
D052638	D055370	19590679
D052638	D055370	21381634
D052638	D055370	23962744
D052638	D055370	24390747
D052638	D055370	8603398
D052638	D055370	10702361
D052638	D055370	11991888
D052638	D055370	12684091
D052638	D008175	21776206
D052638	D008175	23104432
D052638	D008175	26603253
D052638	D008175	7539340
D052638	D008175	18288318
D052638	D008175	20594951
D052638	D008175	21768054
D052638	D008180	20870568
D052638	D008569	26291742
D052638	D048629	22101213
D052638	D048629	24139157
D052638	D048629	8603398
D052638	D048629	15799244
D052638	D048629	16242274
D052638	D048629	17680010
D052638	D053842	19429261
D052638	D009203	19590680
D052638	D009203	20435544
D052638	D009203	15929900
D052638	D009203	16079066
D052638	D009203	19553228
D052638	D017202	22004949
D052638	D017202	19337504
D052638	D017202	19479017
D052638	D017202	21059260
D052638	D015428	20049117
D052638	D009205	12563109
D052638	D009336	21162728
D052638	D009336	21979174
D052638	D009845	10509231
D052638	D009845	18449530
D052638	D010146	25760161
D052638	D010212	9085076
D052638	D010300	25951420
D052638	D010300	25978701
D052638	D020734	24486957
D052638	D011014	19272399
D052638	D011014	19337525
D052638	D011014	20049117
D052638	D011014	22634322
D052638	D011014	24136897
D052638	D011014	24376072
D052638	D011014	26041432
D052638	D011014	17450216
D052638	D011014	18197293
D052638	D011014	18686106
D052638	D011041	23962744
D052638	D054198	22892901
D052638	D011225	20049131
D052638	D047928	27022947
D052638	D047928	27152597
D052638	D047928	20049131
D052638	D047928	22709681
D052638	D047928	26895492
D052638	D011297	22404858
D052638	D011297	23416701
D052638	D011297	23778542
D052638	D011297	25261950
D052638	D011297	25816123
D052638	D011297	26291742
D052638	D011297	16503975
D052638	D011297	17656681
D052638	D011297	21169127
D052638	D049188	27216425
D052638	D029424	12842775
D052638	D011654	12832678
D052638	D011654	19590679
D052638	D011655	25956005
D052638	D011658	12475806
D052638	D012120	22389181
D052638	D012120	15031394
D052638	D012120	18197308
D052638	D012120	19440509
D052638	D012130	17656681
D052638	D012130	19074765
D052638	D012130	19165401
D052638	D012135	20570778
D052638	D012135	22591701
D052638	D012135	23728483
D052638	D012135	25374400
D052638	D012135	26452298
D052638	D012135	26841141
D052638	D012135	12948892
D052638	D012135	17384778
D052638	D012135	20049132
D052638	D012140	26370657
D052638	D012140	17229464
D052638	D012140	26765444
D052638	D012140	17450219
D052638	D012140	26856365
D052638	D012140	18288318
D052638	D012140	18680605
D052638	D012140	19342399
D052638	D012140	20025755
D052638	D012140	20152037
D052638	D012140	26884048
D052638	D012140	21169127
D052638	D012140	21719372
D052638	D012140	21776219
D052638	D012140	22529923
D052638	D012140	12842775
D052638	D012140	25115710
D052638	D012140	14754572
D052638	D012140	26219103
D052638	D012140	15128459
D052638	D012141	17650330
D052638	D012141	26452298
D052638	D012220	18203803
D052638	D006255	12948892
D052638	D012818	18560490
D052638	D012912	16912084
D052638	D020521	19590680
D052638	D020521	21399501
D052638	D020521	22529923
D052638	D013398	15128459
D052638	D017180	23838152
D052638	D013927	21029357
D052638	D014591	27120296
D052638	D014652	25517455
C062258	D001862	26369790
C062258	D012222	26369790
D010365	D066126	26095701
D010365	D007674	22847133
D010365	D049188	22847133
C066096	D000740	9626802
C066096	D005221	9626802
C066096	D009503	9626802
C066096	D013921	9626802
C066096	D015431	9626802
C516667	D008133	20832415
C516667	D016171	20832415
C078052	D012640	12199111
C410127	D001008	22595366
C410127	D001284	20961953
C410127	D003866	18288320
C410127	D004408	23402744
C410127	D004420	20961953
C410127	D005831	21190954
C410127	D006130	20961953
C410127	D006529	21458519
C410127	D006984	20961953
C410127	D007859	19464308
C410127	D008107	20961953
C410127	D052801	21190954
C410127	D009336	25659934
C410127	D009410	20297801
C410127	D009468	24459701
C410127	D011297	21464466
C410127	D011297	23402744
C410127	D011297	19327374
C410127	D011297	19464308
C410127	D011297	21190954
C410127	D011629	19464308
C410127	D012021	22595366
C410127	D013158	20961953
C410127	D014564	19464308
C416023	D058186	16515631
C416023	D000505	19652058
C416023	D000505	24521819
C416023	D000740	9118049
C416023	D000740	10506726
C416023	D000740	15845567
C416023	D000740	19652058
C416023	D000855	19652058
C416023	D018771	11103240
C416023	D018771	15845567
C416023	D018771	9164207
C416023	D001855	16515631
C416023	D003638	16515631
C416023	D004342	19652058
C416023	D005076	9164207
C416023	D005221	19652058
C416023	D005221	9164207
C416023	D006987	11103240
C416023	D007970	15845567
C416023	D063806	24521819
C416023	D009325	19652058
C416023	D009422	16515631
C416023	D009422	9164207
C416023	D009503	15845567
C416023	D009503	19652058
C416023	D009503	9164207
C416023	D010523	15845567
C416023	D010523	19652058
C416023	D010523	24521819
C416023	D011537	9164207
C416023	D013921	19652058
C416023	D013921	9164207
C416023	D014839	9164207
C506614	D010760	21976371
C096822	D012021	18842820
C096822	D014555	18842820
C059259	D007970	2546688
D015366	D018771	10946806
D015366	D002493	2258351
D015366	D002524	3165976
D015366	D003221	3165976
D015366	D003693	1299981
D015366	D003875	11792017
D015366	D062787	1299981
D015366	D004827	2503281
D015366	D006930	15452594
D015366	D009140	2258351
D015366	D009207	1299981
D015366	D009260	10946806
D015366	D009325	10946806
D015366	D010292	1352007
D015366	D010523	1352007
D015366	D011559	9759304
D015366	D011595	1299981
D015366	D011605	8861197
D015366	D051437	8959532
D015366	D012640	9364414
D015366	D012640	9756792
D015366	D012640	1299981
D015366	D012640	8026738
D015366	D012640	9023315
D015366	D012871	2258351
D015366	D013921	2258351
D015366	D014202	3165976
D015366	D014581	11792017
D015366	D014839	10946806
C042705	D000707	19018221
C042705	D001037	17356399
C042705	D006212	17356399
C042705	D018908	17356399
C042705	D013479	19018221
C042705	D014549	17356399
C042705	D020301	17356399
C455861	D009422	20547415
C455861	D009503	14565651
C455861	D009503	20547415
C455861	D010146	12636878
C455861	D013617	20547415
C455861	D013921	20547415
C100416	D058186	15252182
C100416	D000740	17118125
C100416	D000740	18796095
C100416	D000740	19950239
C100416	D000740	20377423
C100416	D000740	15660393
C100416	D000740	16010160
C100416	D000740	16597599
C100416	D000744	16785129
C100416	D000744	18200424
C100416	D000744	19337648
C100416	D001008	17988237
C100416	D001714	14992966
C100416	D001714	18585548
C100416	D003072	19441669
C100416	D003866	17668880
C100416	D003866	17988237
C100416	D003866	18258414
C100416	D003866	18702333
C100416	D003866	18721241
C100416	D003866	19573480
C100416	D003866	19789525
C100416	D003866	17068951
C100416	D003866	17451562
C100416	D003866	17465000
C100416	D003865	17845538
C100416	D005221	15371578
C100416	D005221	16637862
C100416	D005221	18258414
C100416	D006261	15371578
C100416	D006319	19565068
C100416	D003639	15128353
C100416	D003639	17879419
C100416	D046088	19565068
C100416	D006526	16182838
C100416	D006980	18097301
C100416	D007037	16702862
C100416	D008103	21307632
C100416	D019964	15371138
C100416	D017202	17913610
C100416	D018917	19201118
C100416	D010146	15371578
C100416	D016584	17845538
C100416	D010243	18097301
C100416	D010302	18549943
C100416	D010900	16702862
C100416	D011605	19855041
C100416	D011618	17845538
C100416	D012164	15771758
C100416	D012170	16937480
C100416	D012735	19527724
C100416	D013262	25811541
C100416	D014012	15128353
C100416	D014657	17898559
C100416	D018366	18187830
C417083	D000740	17032408
C417083	D000740	17107736
C417083	D000740	17714473
C417083	D000740	18855993
C417083	D000740	19950239
C417083	D000740	20721883
C417083	D000740	14568602
C417083	D000740	15232364
C417083	D000740	16597599
C417083	D000743	16340643
C417083	D001157	15385825
C417083	D001342	19047844
C417083	D020330	19653353
C417083	D001763	16020909
C417083	D001763	19581773
C417083	D002311	16462543
C417083	D002386	15316341
C417083	D002543	16679707
C417083	D002561	18852671
C417083	D003072	15637534
C417083	D003072	19441669
C417083	D003117	15316341
C417083	D003449	17548949
C417083	D003693	20838237
C417083	D003866	17591516
C417083	D003866	17668880
C417083	D003866	18258414
C417083	D003866	18458677
C417083	D003866	18702333
C417083	D003866	19573480
C417083	D003866	19897271
C417083	D003866	15669887
C417083	D003866	17292481
C417083	D003866	17451562
C417083	D003865	16096520
C417083	D003865	17845538
C417083	D003865	20838237
C417083	D003967	20721883
C417083	D004172	16020909
C417083	D005221	20721883
C417083	D005221	16637862
C417083	D005221	18258414
C417083	D005221	18458677
C417083	D006312	19047844
C417083	D006319	16149154
C417083	D006319	19029995
C417083	D006319	19047844
C417083	D046088	16149154
C417083	D046088	19029995
C417083	D046088	19783887
C417083	D006973	19047844
C417083	D058437	17589934
C417083	D007024	19047844
C417083	D007511	16169782
C417083	D017093	16288408
C417083	D001523	20587853
C417083	D019964	17014581
C417083	D009135	14996354
C417083	D009157	17934275
C417083	D009157	19581773
C417083	D009325	16637862
C417083	D009404	17987400
C417083	D009503	16462543
C417083	D009503	16637862
C417083	D009503	18855993
C417083	D015835	19581773
C417083	D015840	16020909
C417083	D018917	15459850
C417083	D018917	17589934
C417083	D016584	17845538
C417083	D010211	15459850
C417083	D011605	12954918
C417083	D011618	17845538
C417083	D011618	20838237
C417083	D012170	17589934
C417083	D012393	14558405
C417083	D012393	16710591
C417083	D012563	17511042
C417083	D007319	20721883
C417083	D013262	25811541
C417083	D013921	16637862
C417083	D057049	18852671
C417083	D013966	17490932
C417083	D013966	17548949
C417083	D014012	19047844
C417083	D014012	19783887
C417083	D014607	17589934
C417083	D014657	16169782
C417083	D020246	17287904
C417083	D014717	19047844
C476103	D034721	17420286
C008776	D011041	23391484
D000068437	D058186	14581433
D000068437	D000740	19433684
D000068437	D000740	19720897
D000068437	D001157	19433684
D000068437	D001855	14581433
D000068437	D004238	19433684
D000068437	D064420	14581433
D000068437	D004941	21415776
D000068437	D005076	16360237
D000068437	D005221	19433684
D000068437	D007239	19433684
D000068437	D007674	19433684
D000068437	D007970	19720897
D000068437	D052016	14581433
D000068437	D009503	21415776
D000068437	D009503	16322990
D000068437	D009503	19433684
D000068437	D009503	19720897
D000068437	D011014	21415776
D000068437	D011507	19433684
D000068437	D013262	25811541
D000068437	D013921	19433684
D000068437	D013921	19720897
D000068437	D014581	16360237
D000068437	D014657	16360237
D000068437	D020246	19433684
D010389	D015746	6630594
D010389	D000855	6796134
D010389	D001264	2723130
D010389	D001264	3367787
D010389	D001264	9022662
D010389	D001327	9565425
D010389	D001714	6796134
D010389	D002780	9565425
D010389	D002819	7193830
D010389	D002819	9022662
D010389	D002819	2723130
D010389	D002819	3367787
D010389	D002819	6830189
D010389	D003248	6630594
D010389	D003866	6630594
D010389	D056486	9417161
D010389	D056486	9565425
D010389	D056486	18217792
D010389	D056486	7781270
D010389	D056486	9100429
D010389	D062787	9022662
D010389	D004409	10085879
D010389	D005221	9565425
D010389	D005234	9565425
D010389	D001068	6630594
D010389	D005355	9565425
D010389	D006501	9565425
D010389	D019693	8855756
D010389	D019693	9417161
D010389	D006529	9565425
D010389	D006945	6630594
D010389	D007022	11049895
D010389	D007565	12132793
D010389	D007565	9565425
D010389	D017093	9562136
D010389	D017114	9565425
D010389	D017114	12132793
D010389	D017114	18217792
D010389	D017114	7781270
D010389	D001523	20974187
D010389	D009336	9565425
D010389	D010554	15582667
D010389	D011605	4021028
D010389	D012206	3367787
D010389	D012563	4021028
D010389	D007319	6630594
D010389	D007319	6796134
D010389	D013342	2040720
D010389	D013375	3971647
D010389	D013575	6630594
D010389	D020323	6933864
D010389	D020323	6942661
D010389	D005879	6933864
D010389	D005879	6942661
D010394	D054537	7439238
D010394	D058447	6995132
C087058	D013964	23811263
C030856	D000382	20595914
C030856	D000382	23670403
C030856	D000382	15496540
C030856	D000382	17116648
C030856	D000382	19142867
C030856	D001249	23670403
C030856	D007676	26177651
C030856	D008175	15496540
C030856	D009203	20595914
C030856	D010190	19142867
C030856	D010300	17116648
D010395	D001919	1033105
D010395	D007022	1033105
D010396	D058186	4014326
D010396	D058186	848141
D010396	D058186	1886219
D010396	D058186	2082056
D010396	D058186	3823508
D010396	D000370	5241672
D010396	D000370	5694119
D010396	D000370	6718787
D010396	D000380	5488219
D010396	D000380	7313901
D010396	D000419	5488219
D010396	D000740	10555917
D010396	D000740	11149553
D010396	D000740	228408
D010396	D000741	55930
D010396	D000741	60533
D010396	D000741	61367
D010396	D000741	623127
D010396	D000741	6523314
D010396	D000741	8441146
D010396	D000741	12041669
D010396	D000741	15863969
D010396	D000741	2774703
D010396	D000743	1154051
D010396	D000743	49598
D010396	D000747	7066031
D010396	D000756	3827338
D010396	D000756	7305583
D010396	D000756	7632102
D010396	D000855	4216306
D010396	D000855	5241672
D010396	D000855	5694119
D010396	D019867	3587472
D010396	D019867	6945838
D010396	D019867	7043674
D010396	D019867	7099337
D010396	D019867	7370063
D010396	D019867	7380177
D010396	D019867	8592607
D010396	D019867	1094875
D010396	D019867	1247260
D010396	D019867	12858467
D010396	D056648	10693882
D010396	D056648	8592607
D010396	D001018	6186262
D010396	D001018	6666578
D010396	D001049	3768231
D010396	D001172	2952797
D010396	D001172	4723471
D010396	D001247	745827
D010396	D001327	3097874
D010396	D001327	6365381
D010396	D001327	7664789
D010396	D001327	8125139
D010396	D001327	9022032
D010396	D001327	11222498
D010396	D001327	21227906
D010396	D001327	2407537
D010396	D001480	12839386
D010396	D001763	287196
D010396	D001763	6419855
D010396	D001763	6605118
D010396	D001763	717993
D010396	D001763	7420683
D010396	D001763	745827
D010396	D001763	8164222
D010396	D001763	8463474
D010396	D001763	921089
D010396	D001763	1139195
D010396	D001763	122656
D010396	D001763	2144538
D010396	D001855	2952797
D010396	D001927	2617716
D010396	D001986	7043674
D010396	D001989	6723128
D010396	D001989	7043674
D010396	D002779	436073
D010396	D002779	6179735
D010396	D002779	629612
D010396	D002779	7213433
D010396	D002779	7253120
D010396	D002779	3759835
D010396	D002779	3843250
D010396	D002779	4048879
D010396	D002780	3605968
D010396	D002780	3704507
D010396	D002780	3997313
D010396	D002780	6981100
D010396	D002780	8055207
D010396	D002780	1084454
D010396	D002780	1250131
D010396	D002780	3375535
D010396	D003240	4042411
D010396	D003680	6830075
D010396	D003680	745827
D010396	D003680	122656
D010396	D003680	2025947
D010396	D003680	287196
D010396	D003711	2327244
D010396	D003872	6365381
D010396	D017449	13761469
D010396	D003882	2403408
D010396	D003882	3501473
D010396	D003882	6592972
D010396	D003882	6658398
D010396	D003882	6830075
D010396	D003882	705267
D010396	D003882	7452649
D010396	D003882	843119
D010396	D003882	94219
D010396	D003882	1411195
D010396	D003882	18625537
D010396	D003882	2001908
D010396	D004172	3751350
D010396	D004172	531355
D010396	D004172	6419855
D010396	D004172	6481374
D010396	D004172	6605118
D010396	D004172	7420683
D010396	D004172	745827
D010396	D004172	78009
D010396	D004172	8463474
D010396	D004172	921089
D010396	D004172	122656
D010396	D004172	2144538
D010396	D004172	287196
D010396	D004211	6365381
D010396	D003875	4853253
D010396	D004342	5055042
D010396	D004342	7342491
D010396	D004342	930944
D010396	D056486	3375535
D010396	D056486	3605968
D010396	D056486	3704507
D010396	D056486	3997313
D010396	D056486	4048879
D010396	D056486	5055042
D010396	D056486	629612
D010396	D056486	6981100
D010396	D056486	11394653
D010396	D056486	24085192
D010396	D056486	2774703
D010396	D064420	3133153
D010396	D064420	3157529
D010396	D064420	3437418
D010396	D064420	4169108
D010396	D064420	5241672
D010396	D064420	6174045
D010396	D064420	6218857
D010396	D064420	623127
D010396	D064420	6460054
D010396	D064420	6770269
D010396	D064420	6770953
D010396	D064420	159020
D010396	D064420	691197
D010396	D064420	2082056
D010396	D064420	7362666
D010396	D064420	2938530
D010396	D004401	3579660
D010396	D004401	122656
D010396	D004401	2334309
D010396	D004401	287196
D010396	D004408	2938530
D010396	D004408	3905561
D010396	D004408	5694119
D010396	D004415	5488219
D010396	D004415	623127
D010396	D004415	769707
D010396	D004417	2939913
D010396	D004417	4853253
D010396	D004421	9476721
D010396	D004421	11391761
D010396	D004421	2334309
D010396	D004421	3579660
D010396	D004487	7452649
D010396	D004802	228408
D010396	D004802	4853253
D010396	D004827	3579660
D010396	C536380	1925397
D010396	D005076	7452649
D010396	D005076	2952797
D010396	D005076	769707
D010396	D005076	310574
D010396	D005076	8463474
D010396	D005076	3905561
D010396	D005076	4048879
D010396	D005076	4119168
D010396	D005076	5488219
D010396	D005076	6216862
D010396	D005076	623127
D010396	D005076	6451203
D010396	D005076	6451692
D010396	D005076	6460054
D010396	D005076	144507
D010396	D005076	7342491
D010396	D005076	1833009
D010396	D005076	7362666
D010396	D005076	2938530
D010396	D005128	2692700
D010396	D005141	966573
D010396	D005207	6644706
D010396	D005221	6419855
D010396	D005234	7445978
D010396	D001068	290353
D010396	D001068	4853253
D010396	D005315	2617716
D010396	D005334	4048879
D010396	D005334	4853253
D010396	D005334	5953529
D010396	D005334	7342491
D010396	D005334	1833009
D010396	D005334	2939913
D010396	D005334	2952797
D010396	D005767	2939913
D010396	D005767	2952797
D010396	D005767	691197
D010396	D005921	8267029
D010396	D005921	1195663
D010396	D005921	848141
D010396	D005921	122655
D010396	D005921	9426850
D010396	D005921	141075
D010396	D005921	161403
D010396	D005921	3430507
D010396	D005921	3576513
D010396	D005921	3752071
D010396	D005921	9551449
D010396	D005921	4014326
D010396	D005921	994834
D010396	D005921	536182
D010396	D005921	9989295
D010396	D005921	6129465
D010396	D005921	6339966
D010396	D005921	10228478
D010396	D005921	7445978
D010396	D005921	10616290
D010396	D005921	760401
D010396	D005921	10644924
D010396	D015433	2782197
D010396	D015433	287195
D010396	D015433	2940667
D010396	D015433	48830
D010396	D015433	6637187
D010396	D015433	7111809
D010396	D015433	7115444
D010396	D015433	7144290
D010396	D015433	7209061
D010396	D015433	7432580
D010396	D015433	9005826
D010396	D015433	11149553
D010396	D015433	1221947
D010396	D015433	15151564
D010396	D005955	49598
D010396	D020275	6590007
D010396	D006327	2591396
D010396	D006327	4056558
D010396	D006327	8187449
D010396	D006331	6830075
D010396	D006402	691197
D010396	D006417	6719300
D010396	D006417	6945838
D010396	D006417	11149553
D010396	D006417	1195663
D010396	D006417	4014326
D010396	D006469	1314978
D010396	D006469	3430507
D010396	D006470	9989295
D010396	D006470	1094875
D010396	D006470	3576513
D010396	D006470	6945838
D010396	D006505	7253120
D010396	D006937	8055207
D010396	D007105	122655
D010396	D007105	159020
D010396	D020386	466063
D010396	D007565	2774703
D010396	D007565	6179735
D010396	D007565	7253120
D010396	D041781	436073
D010396	D041781	629612
D010396	D041781	6723128
D010396	D041781	7213433
D010396	D041781	8055207
D010396	D041781	3759835
D010396	D041781	3997313
D010396	D041781	4048879
D010396	D007592	7342491
D010396	D007674	2939913
D010396	D007674	2941196
D010396	D007674	4175137
D010396	D007674	49668
D010396	D007674	950631
D010396	D007674	97051
D010396	D007674	1080704
D010396	D007674	159020
D010396	D007674	1677490
D010396	D020192	7445978
D010396	D053609	7445978
D010396	D007970	5953529
D010396	D007970	228408
D010396	D007970	2939913
D010396	D007970	5241672
D010396	D017512	17346443
D010396	D017512	49598
D010396	D008113	3972888
D010396	D017116	1833009
D010396	D008171	9989295
D010396	D008171	1094875
D010396	D008171	3576513
D010396	D008171	6945838
D010396	D017563	7043674
D010396	D008173	3083505
D010396	D008180	2940667
D010396	D008180	3752071
D010396	D008180	6216862
D010396	D008180	6658398
D010396	D008180	6723128
D010396	D008180	6939878
D010396	D008180	7370063
D010396	D008180	8592607
D010396	D008180	159020
D010396	D008180	1604135
D010396	D008180	2082056
D010396	D001523	2334309
D010396	D009127	9476721
D010396	D018908	4853253
D010396	D018908	6830075
D010396	D018908	717993
D010396	D018908	7420683
D010396	D018908	7452649
D010396	D018908	78009
D010396	D018908	8929785
D010396	D018908	122656
D010396	D018908	2025947
D010396	D018908	287196
D010396	D009135	8736924
D010396	D009157	2464451
D010396	D009157	2682299
D010396	D009157	2692700
D010396	D009157	287196
D010396	D009157	2935832
D010396	D009157	2938530
