ChemicalID	DiseaseID	PubMedIDs
D003042	D003645	11054142
D003042	D003645	8465736
D003042	D003645	1462931
D003042	D003645	8988571
D003042	D003645	16144174
D003042	D016757	9274943
D003042	D016757	12232568
D003042	D016757	12783633
D003042	D016757	15688670
D003042	D016757	16836708
D003042	D016757	17251638
D003042	D016757	1750225
D003042	D016757	17826394
D003042	D016757	1919384
D003042	D016757	19463023
D003042	D016757	2033185
D003042	D016757	7202510
D003042	D016757	10598131
D003042	D016757	7555128
D003042	D016757	10631230
D003042	D016757	7983233
D003042	D016757	11789664
D003042	D003680	11704715
D003042	D003693	19785904
D003042	D003693	2590695
D003042	D003693	7555128
D003042	D003693	8074116
D003042	D003693	8134208
D003042	D003693	8768172
D003042	D003693	8988571
D003042	D003693	11284850
D003042	D003693	12064476
D003042	D003693	16033719
D003042	D003711	17321725
D003042	D003866	12691787
D003042	D003866	12726795
D003042	D003866	15805324
D003042	D003866	15925122
D003042	D003866	18045627
D003042	D003866	1821227
D003042	D003866	19263559
D003042	D003866	20226229
D003042	D003866	20736014
D003042	D003866	7555128
D003042	D003866	8407743
D003042	D003866	10484960
D003042	D003866	10815846
D003042	D003866	11906804
D003042	D002658	18381539
D003042	D002658	7513757
D003042	D002658	7689727
D003042	D002658	8746551
D003042	D002658	10826040
D003042	D002658	10972249
D003042	D002658	11434821
D003042	D003919	16033719
D003042	D003967	17405756
D003042	D003967	2913784
D003042	D004195	11574943
D003042	D004195	18948136
D003042	D004195	7930401
D003042	D006970	15925122
D003042	D006970	7662059
D003042	D007174	18539927
D003042	D007174	18640911
D003042	D004211	11971848
D003042	D004244	11484694
D003042	D004244	8134208
D003042	D003875	10425061
D003042	D003875	19087813
D003042	D056486	12224146
D003042	D056486	1471229
D003042	D056486	15713768
D003042	D056486	19067679
D003042	D056486	22008538
D003042	D056486	2228713
D003042	D056486	2735952
D003042	D056486	2886651
D003042	D056486	8277979
D003042	D056486	10858171
D003042	D056486	11368239
D003042	D056486	12133232
D003042	D064420	18784203
D003042	D004409	12523489
D003042	D004409	8982660
D003042	D004409	9832955
D003042	D004409	10371652
D003042	D004409	11519485
D003042	D004409	11673615
D003042	D004417	1620184
D003042	D004417	7614278
D003042	D004421	2739932
D003042	D004421	3348262
D003042	D004421	7546010
D003042	D004421	7990989
D003042	D004421	9541156
D003042	D004421	17484950
D003042	D004421	1922815
D003042	D004421	2330125
D003042	D004487	1870807
D003042	D004487	19758501
D003042	D004487	6742732
D003042	D004487	8059426
D003042	D004487	9610997
D003042	D004487	10425576
D003042	D004487	12772079
D003042	D004487	1565445
D003042	D020964	18079037
D003042	D004646	11758511
D003042	D004678	8515225
D003042	D004673	17288929
D003042	D004681	17884951
D003042	D004692	6742732
D003042	D004696	20513064
D003042	D004696	7750342
D003042	D004696	7774343
D003042	D004696	9181711
D003042	D004696	9644964
D003042	D004696	12147974
D003042	D004696	12218880
D003042	D004696	1462931
D003042	D009877	18090965
D003042	D004751	19758501
D003042	D004760	16228819
D003042	D004830	1610031
D003042	D004830	3132066
D003042	D004830	9272670
D003042	D004844	11704715
D003042	D004844	18830903
D003042	D004844	2909232
D003042	D007172	10928957
D003042	D007172	17420086
D003042	D007172	17420087
D003042	D005076	20506546
D003042	D005076	8834352
D003042	D005094	19458577
D003042	D005124	1565445
D003042	D005128	14662608
D003042	D005130	17488469
D003042	D005141	1565445
D003042	D005151	18555000
D003042	D005151	12029282
D003042	D005151	12940134
D003042	D005151	18165165
D003042	D005157	11913063
D003042	D005221	15925122
D003042	D005315	1870807
D003042	D005315	1957258
D003042	D005315	7945904
D003042	D005315	8059426
D003042	D005315	8262687
D003042	D005315	10775076
D003042	D005315	11943500
D003042	D005315	1464255
D003042	D005316	10786976
D003042	D005317	15541849
D003042	D005317	2392777
D003042	D005317	2748245
D003042	D005317	2756964
D003042	D005317	7930401
D003042	D005317	8041492
D003042	D005317	8499039
D003042	D005317	9917443
D003042	D005317	10909947
D003042	D005317	11731653
D003042	D005317	12423853
D003042	D005322	11489591
D003042	D005334	12044126
D003042	D005334	17042991
D003042	D005334	1838195
D003042	D005334	18719317
D003042	D005334	19030648
D003042	D005334	2025483
D003042	D005334	2772692
D003042	D005334	2913784
D003042	D005334	3173196
D003042	D005334	3537786
D003042	D005334	8134208
D003042	D005334	11185973
D003042	D005334	8834352
D003042	D005334	11252123
D003042	D005334	11913063
D003042	D005352	17868884
D003042	D005355	8125204
D003042	D005355	8224115
D003042	D005355	9242352
D003042	D005355	16144174
D003042	D005355	17720593
D003042	D005355	19067679
D003042	D005383	11642523
D003042	D005402	10224723
D003042	D021501	17533030
D003042	D005759	9808133
D003042	D006471	19718540
D003042	D006471	20010287
D003042	D006471	9810535
D003042	D006471	10425576
D003042	D006471	12480020
D003042	D006471	1870807
D003042	D020139	7945904
D003042	D005882	15646684
D003042	D005882	18408681
D003042	D005889	16160570
D003042	D006099	12180747
D003042	D015745	15235787
D003042	D006103	19747317
D003042	D014890	19002345
D003042	D006130	11943500
D003042	D006130	16298510
D003042	D006130	17893189
D003042	D006212	1752853
D003042	D006212	18393050
D003042	D006212	1880755
D003042	D006212	11054142
D003042	D006212	15894433
D003042	D006212	17196067
D003042	D006261	7630845
D003042	D006261	8650587
D003042	D006261	1927636
D003042	D006261	6743055
D003042	D006261	7555128
D003042	D006311	11063784
D003042	D006311	14754949
D003042	D006311	7523082
D003042	D034381	17993909
D003042	D006312	19253779
D003042	D006312	19806646
D003042	D006319	3192362
D003042	D006319	1882346
D003042	D006319	19253779
D003042	D006319	19806646
D003042	D003639	18620828
D003042	D003639	19806646
D003042	D006323	9918576
D003042	D006323	11971848
D003042	D006323	15475793
D003042	D006323	15774410
D003042	D006323	18036703
D003042	D006323	19933255
D003042	D006323	20357395
D003042	D006323	20565405
D003042	D006323	3354475
D003042	D006323	3754719
D003042	D006323	7776599
D003042	D006323	8515225
D003042	D006323	10069205
D003042	D006323	9718092
D003042	D006323	10452435
D003042	D006323	9806222
D003042	D006323	11590577
D003042	D006330	2014477
D003042	D006330	11349507
D003042	D006330	1986094
D003042	D006330	1986097
D003042	D006331	8227824
D003042	D006331	16144174
D003042	D006331	8854579
D003042	D006331	16563922
D003042	D006331	8966408
D003042	D006331	1671228
D003042	D006331	17217956
D003042	D006331	1729425
D003042	D006331	17720593
D003042	D006331	19067679
D003042	D006331	19704103
D003042	D006331	20566328
D003042	D006331	3537786
D003042	D006331	7515998
D003042	D006331	11794231
D003042	D006331	8125204
D003042	D006331	11930524
D003042	D006331	8224115
D003042	D006331	15336802
D003042	D006333	3766598
D003042	D006333	7614278
D003042	D006333	7748052
D003042	D006333	7774343
D003042	D006333	8906772
D003042	D006333	18336935
D003042	D006333	19463023
D003042	D006333	19575088
D003042	D006342	1469169
D003042	D006344	2911419
D003042	D006345	2911419
D003042	D006349	12147974
D003042	D006349	14719313
D003042	D006349	2805854
D003042	D018883	12190212
D003042	D016481	11100087
D003042	D006406	8650587
D003042	D006406	11678260
D003042	D006406	14587061
D003042	D006406	16570192
D003042	D046748	8179749
D003042	D006408	20531038
D003042	D020199	10955678
D003042	D006417	2076148
D003042	D006463	7679450
D003042	D006465	18274186
D003042	D006470	18782407
D003042	D006470	2314626
D003042	D006470	8059425
D003042	D006470	8059426
D003042	D006470	8941196
D003042	D006470	9610997
D003042	D006470	15483504
D003042	D006470	16158539
D003042	D006470	18274186
D003042	D006501	10896028
D003042	D006556	9824469
D003042	D015658	14741422
D003042	D015658	16204638
D003042	D019584	14732425
D003042	D006832	2276252
D003042	D022124	14531175
D003042	D006934	16033719
D003042	D006947	10869388
D003042	D006947	11971848
D003042	D006947	2790454
D003042	D006948	11270509
D003042	D006948	11325394
D003042	D006948	11396515
D003042	D006948	11525773
D003042	D006948	11812522
D003042	D006948	11860464
D003042	D006948	11990720
D003042	D006948	15388288
D003042	D006948	12019200
D003042	D006948	15580483
D003042	D006948	12122313
D003042	D006948	15680187
D003042	D006948	12126999
D003042	D006948	15698899
D003042	D006948	15764424
D003042	D006948	15820525
D003042	D006948	15904719
D003042	D006948	17220538
D003042	D006948	15961074
D003042	D006948	17291490
D003042	D006948	16026479
D003042	D006948	17395255
D003042	D006948	16139885
D003042	D006948	17596442
D003042	D006948	17609678
D003042	D006948	17687547
D003042	D006948	18021764
D003042	D006948	10103106
D003042	D006948	20826313
D003042	D006948	18176854
D003042	D006948	10327425
D003042	D006948	20947769
D003042	D006948	18347339
D003042	D006948	10418781
D003042	D006948	21038934
D003042	D006948	18355967
D003042	D006948	10490917
D003042	D006948	2160623
D003042	D006948	10494572
D003042	D006948	23499958
D003042	D006948	10640298
D003042	D006948	2400545
D003042	D006948	10817525
D003042	D006948	2623021
D003042	D006948	11063919
D003042	D006948	9527502
D003042	D006948	6276192
D003042	D006948	11268215
D003042	D006948	9566027
D003042	D006948	6682440
D003042	D006948	9754849
D003042	D006948	6684721
D003042	D006948	12604093
D003042	D006948	12619911
D003042	D006948	12721372
D003042	D006948	129788
D003042	D006948	14499944
D003042	D006948	14725635
D003042	D006948	15056481
D003042	D006948	16146672
D003042	D006948	15223299
D003042	D006948	16292324
D003042	D006948	15254092
D003042	D006948	16300424
D003042	D006948	15318330
D003042	D006948	16300631
D003042	D006948	16542420
D003042	D006948	16710312
D003042	D006948	17004936
D003042	D006948	1839178
D003042	D006948	17072589
D003042	D006948	18588534
D003042	D006948	17079348
D003042	D006948	18762916
D003042	D006948	17113052
D003042	D006948	19063928
D003042	D006948	19500601
D003042	D006948	19606084
D003042	D006948	19629448
D003042	D006948	6952075
D003042	D006948	19756525
D003042	D006948	7957603
D003042	D006948	1983356
D003042	D006948	8001143
D003042	D006948	20700049
D003042	D006948	8616504
D003042	D006948	8829141
D003042	D006948	8868372
D003042	D006948	9095340
D003042	D006948	9225304
D003042	D006948	9384223
D003042	D006948	9431546
D003042	D006965	19047443
D003042	D006965	9808133
D003042	D006966	2257288
D003042	D006966	2584360
D003042	D006973	15248075
D003042	D006973	15252272
D003042	D006973	15475793
D003042	D006973	15925741
D003042	D006973	1640300
D003042	D006973	1646895
D003042	D006973	16820655
D003042	D006973	3337355
D003042	D006973	17251638
D003042	D006973	3376742
D003042	D006973	17530270
D003042	D006973	3603597
D003042	D006973	17566008
D003042	D006973	4037272
D003042	D006973	7555128
D003042	D006973	7776599
D003042	D006973	8650587
D003042	D006973	8987970
D003042	D006973	9247556
D003042	D006973	9330917
D003042	D006973	10433872
D003042	D006973	10745478
D003042	D006973	11021182
D003042	D006973	11054142
D003042	D006973	11217644
D003042	D006973	11532684
D003042	D006973	11981223
D003042	D006973	12772079
D003042	D006973	1495535
D003042	D006973	17719727
D003042	D006973	1870806
D003042	D006973	18719317
D003042	D006973	1927636
D003042	D006973	19800183
D003042	D006973	2038082
D003042	D006973	20513064
D003042	D006973	9657630
D003042	D006973	2213551
D003042	D006973	9832169
D003042	D006973	2327446
D003042	D006973	9862770
D003042	D006973	2572185
D003042	D006974	18081441
D003042	D006974	8969619
D003042	D006976	17166979
D003042	D006976	1757314
D003042	D020343	1927636
D003042	D017379	19543086
D003042	D017379	7750342
D003042	D017379	9455993
D003042	D017379	9644964
D003042	D017379	12783633
D003042	D017379	12808488
D003042	D017379	19463023
D003042	D006987	15359203
D003042	D006988	16424912
D003042	D007003	11435200
D003042	D007003	16033719
D003042	D007008	12082066
D003042	D020514	11054760
D003042	D007018	16033719
D003042	D007018	19114541
D003042	D007022	3173196
D003042	D007022	1527734
D003042	D007022	16033719
D003042	D007022	20357395
D003042	D007035	18719317
D003042	D007035	652837
D003042	D007037	10657535
D003042	D002534	12709072
D003042	D020925	15228774
D003042	D020925	8515225
D003042	D017543	8969594
D003042	D007154	11789664
D003042	D007232	7513757
D003042	D007232	7523082
D003042	D007232	9445496
D003042	D007232	10969117
D003042	D007232	11930524
D003042	D007232	2742283
D003042	D007235	11425091
D003042	D007238	18590504
D003042	D007238	18716023
D003042	D007238	18946498
D003042	D007238	19761732
D003042	D007238	12196670
D003042	D007238	12940616
D003042	D007238	17167348
D003042	D020762	2243239
D003042	D020762	2927656
D003042	D007239	10224723
D003042	D007239	10450397
D003042	D007249	19458577
D003042	D007249	8125204
D003042	D007410	8890811
D003042	D007410	9810535
D003042	D007415	15700151
D003042	D020765	2389042
D003042	D002542	1926265
D003042	D020300	16227066
D003042	D020300	17895173
D003042	D020300	2927656
D003042	D020300	3603597
D003042	D020300	3806910
D003042	D020300	8465736
D003042	D020300	8649582
D003042	D020300	9242352
D003042	D020300	9585919
D003042	D020300	10545554
D003042	D020300	10631230
D003042	D020300	11223669
D003042	D020767	18679392
D003042	D020767	9242352
D003042	D020767	9543650
D003042	D007431	18338668
D003042	D007443	16570192
D003042	D007511	11940710
D003042	D007511	1326132
D003042	D007511	15313520
D003042	D007511	16355064
D003042	D007511	16570192
D003042	D007511	16733438
D003042	D007511	17357385
D003042	D007511	3537786
D003042	D007511	9523545
D003042	D007511	9808133
D003042	D007511	11155017
D003042	D007511	11396501
D003042	D007511	11642523
D003042	D002546	3399066
D003042	D002546	8650587
D003042	D002546	9585919
D003042	D002546	9824966
D003042	D002546	10668454
D003042	D002546	10696649
D003042	D002546	20444626
D003042	D007565	11147017
D003042	D007634	10450397
D003042	D007674	1569994
D003042	D007674	19761732
D003042	D007674	7740552
D003042	D007674	8194290
D003042	D007674	9181276
D003042	D007674	9786294
D003042	D007674	10775076
D003042	D007674	12940616
D003042	D007674	15013162
D003042	D007676	10745478
D003042	D007676	11532684
D003042	D007676	15335299
D003042	D007683	12772079
D003042	D007683	2710269
D003042	C536884	10804054
D003042	D007759	16158539
D003042	D007767	10604666
D003042	D007805	12009485
D003042	D007805	12584484
D003042	D007805	15347702
D003042	D007805	17606552
D003042	D007805	8001318
D003042	D007805	8746551
D003042	D007805	11141028
D003042	D007805	11331686
D003042	D007805	11437064
D003042	D007818	10229608
D003042	D007819	17098729
D003042	D014854	3399066
D003042	D007859	7623735
D003042	D007859	15451042
D003042	D007859	7796719
D003042	D007859	16012352
D003042	D007859	16174667
D003042	D007859	16940772
D003042	D007859	17083299
D003042	D007859	17453830
D003042	D007859	17609932
D003042	D007859	17761572
D003042	D007859	17976927
D003042	D007859	18422020
D003042	D007859	19513699
D003042	D007859	10699225
D003042	D007859	19578729
D003042	D007859	10706975
D003042	D007859	20477932
D003042	D007859	15078575
D003042	D053609	2913784
D003042	D053609	8134208
D003042	D007964	14513990
D003042	D007964	15700151
D003042	D007964	19758501
D003042	D056784	15965216
D003042	D056784	16249600
D003042	D056784	20661285
D003042	D007968	21353145
D003042	D007968	7955717
D003042	D017880	1326132
D003042	D008047	10696558
D003042	D017093	2772692
D003042	D017114	11792999
D003042	D017114	14531175
D003042	D017114	15013162
D003042	D008133	17349445
D003042	D008133	10910367
D003042	D008133	11590577
D003042	D008133	15615354
D003042	D017116	17042991
D003042	D008171	11796467
D003042	D008171	15235787
D003042	D008171	15688670
D003042	D017563	12218880
D003042	D008180	19966204
D003042	D008275	1420262
D003042	D008471	2911419
D003042	D008478	19748792
D003042	D008478	3044045
D003042	D008478	11534320
D003042	D008478	15483504
D003042	D008478	17713317
D003042	D008569	19699795
D003042	D008569	11711247
D003042	D008569	19932146
D003042	D008569	12220044
D003042	D008569	20477932
D003042	D008569	15451042
D003042	D008569	16414242
D003042	D008569	17450963
D003042	D008569	17453830
D003042	D008569	17609932
D003042	D008569	24015828
D003042	D008569	18033234
D003042	D008569	7796719
D003042	D008569	18266554
D003042	D008569	9581634
D003042	D008569	18590801
D003042	D008569	9892260
D003042	D008569	18605824
D003042	D008569	10699225
D003042	D008569	19037812
D003042	D008569	10989779
D003042	D008569	19578729
D003042	D008569	11574943
D003042	D008581	14513990
D003042	D001523	17105942
D003042	D001523	18199307
D003042	D001523	1821227
D003042	D001523	7630845
D003042	D001523	1224190
D003042	D001523	12935600
D003042	D001523	15763743
D003042	D065666	15688670
D003042	D065666	9539655
D003042	D008641	9808133
D003042	D008831	2748245
D003042	D008831	2756964
D003042	D008831	8041492
D003042	D008831	8059425
D003042	D008831	10927740
D003042	D008831	11408096
D003042	D008831	11943500
D003042	D008881	8650587
D003042	D008881	1640245
D003042	D008881	1955899
D003042	D008881	2716132
D003042	D008944	17961982
D003042	D020331	15797189
D003042	D020331	8452605
D003042	D020422	8834352
D003042	D019964	7884020
D003042	D019964	10365197
D003042	D019964	12505801
D003042	D019964	17445519
D003042	D019957	10533991
D003042	D019957	12646333
D003042	D009056	12960878
D003042	D009056	16379139
D003042	D009056	9833211
D003042	D009059	12496564
D003042	D009059	15602430
D003042	D009059	16155536
D003042	D009059	16220857
D003042	D009059	16648760
D003042	D009059	16929087
D003042	D009059	17643265
D003042	D009059	17993909
D003042	D009059	18165165
D003042	D009059	18321801
D003042	D009059	20105673
D003042	D009059	10971991
D003042	D009059	11203889
D003042	D009059	12374921
D003042	D009069	8474485
D003042	D009069	11948669
D003042	D009069	12008023
D003042	D009069	12369736
D003042	D009069	12935600
D003042	D009069	15857718
D003042	D009069	17067572
D003042	D009069	17559417
D003042	D009069	18992788
D003042	D009069	19620976
D003042	D009069	19769590
D003042	D009069	19830839
D003042	D009069	10376125
D003042	D009069	19959345
D003042	D009069	10403027
D003042	D009069	8021807
D003042	D009069	11458534
D003042	D009072	10871003
D003042	D009072	11110558
D003042	D009102	14531175
D003042	D009102	19077772
D003042	D009120	17405756
D003042	D009122	8499039
D003042	D009122	9917443
D003042	D009127	2025483
D003042	D009128	17167348
D003042	D018908	12082066
D003042	D009133	15204026
D003042	D009155	10435258
D003042	D009157	11262695
D003042	D015878	15248075
D003042	D015878	16104118
D003042	D009203	7492040
D003042	D009203	7555128
D003042	D009203	7614278
D003042	D009203	7630845
D003042	D009203	10999580
D003042	D009203	7662059
D003042	D009203	11054142
D003042	D009203	7748052
D003042	D009203	11054201
D003042	D009203	7750312
D003042	D009203	11157713
D003042	D009203	8795497
D003042	D009203	7750342
D003042	D009203	11481962
D003042	D009203	8890811
D003042	D009203	7772323
D003042	D009203	11792999
D003042	D009203	8941196
D003042	D009203	7774343
D003042	D009203	12112887
D003042	D009203	9118729
D003042	D009203	15227000
D003042	D009203	12359538
D003042	D009203	9181711
D003042	D009203	15301905
D003042	D009203	12554033
D003042	D009203	9217565
D003042	D009203	1542908
D003042	D009203	12571258
D003042	D009203	9247556
D003042	D009203	15475793
D003042	D009203	9311083
D003042	D009203	1550606
D003042	D009203	9330842
D003042	D009203	15685203
D003042	D009203	9367107
D003042	D009203	15688670
D003042	D009203	16355064
D003042	D009203	15776696
D003042	D009203	16426803
D003042	D009203	1586432
D003042	D009203	1646895
D003042	D009203	15883217
D003042	D009203	16697335
D003042	D009203	16866061
D003042	D009203	16988320
D003042	D009203	17251638
D003042	D009203	10067115
D003042	D009203	18929694
D003042	D009203	17488862
D003042	D009203	10069205
D003042	D009203	1894719
D003042	D009203	1749407
D003042	D009203	10339678
D003042	D009203	19047443
D003042	D009203	17551964
D003042	D009203	10339845
D003042	D009203	19127137
D003042	D009203	10351966
D003042	D009203	19229154
D003042	D009203	10402051
D003042	D009203	19282257
D003042	D009203	10505926
D003042	D009203	1929028
D003042	D009203	10631230
D003042	D009203	2343839
D003042	D009203	19463023
D003042	D009203	10751776
D003042	D009203	2766821
D003042	D009203	19505405
D003042	D009203	3187482
D003042	D009203	19543086
D003042	D009203	3349515
D003042	D009203	3354475
D003042	D009203	3389394
D003042	D009203	3532791
D003042	D009203	3537786
D003042	D009203	3592445
D003042	D009203	3719487
D003042	D009203	3741668
D003042	D009203	3766598
D003042	D009203	3785295
D003042	D009203	3812228
D003042	D009203	3866990
D003042	D009203	3953405
D003042	D009203	3976533
D003042	D009203	7776599
D003042	D009203	3999356
D003042	D009203	7832117
D003042	D009203	4061303
D003042	D009203	7963391
D003042	D009203	6727939
D003042	D009203	8184302
D003042	D009203	12783633
D003042	D009203	8187689
D003042	D009203	12885998
D003042	D009203	8240585
D003042	D009203	12913405
D003042	D009203	8327809
D003042	D009203	14531175
D003042	D009203	9475673
D003042	D009203	8451480
D003042	D009203	1462931
D003042	D009203	9696183
D003042	D009203	8465736
D003042	D009203	1464165
D003042	D009203	8765720
D003042	D009203	1488528
D003042	D009203	1601297
D003042	D009203	14975565
D003042	D009203	16034268
D003042	D009203	15013162
D003042	D009203	1607624
D003042	D009203	15204172
D003042	D009203	1615817
D003042	D009203	16199339
D003042	D009203	16227066
D003042	D009203	16243122
D003042	D009203	17583376
D003042	D009203	16290964
D003042	D009203	17664236
D003042	D009203	16326260
D003042	D009203	17715617
D003042	D009203	16352277
D003042	D009203	17847059
D003042	D009203	18054711
D003042	D009203	18056026
D003042	D009203	18072171
D003042	D009203	1971166
D003042	D009203	18225436
D003042	D009203	2018966
D003042	D009203	18464951
D003042	D009203	2039098
D003042	D009203	1891433
D003042	D009203	20513064
D003042	D009203	20584958
D003042	D009203	2070623
D003042	D009203	20804698
D003042	D009203	20865684
D003042	D009203	2251988
D003042	D009203	2333406
D003042	D017202	8987970
D003042	D017202	7748052
D003042	D017202	18815938
D003042	D017202	11054201
D003042	D017202	9247556
D003042	D017202	7774343
D003042	D017202	1894719
D003042	D017202	11505892
D003042	D017202	9330842
D003042	D017202	8187689
D003042	D017202	19655282
D003042	D017202	11526352
D003042	D017202	9475673
D003042	D017202	8505272
D003042	D017202	12218880
D003042	D017202	12474686
D003042	D017202	12677286
D003042	D017202	14619364
D003042	D017202	2033185
D003042	D017202	1586432
D003042	D017202	8511251
D003042	D017202	20513064
D003042	D017202	16199339
D003042	D017202	8517415
D003042	D017202	2251988
D003042	D017202	1620184
D003042	D017202	8559212
D003042	D017202	3045382
D003042	D017202	1646895
D003042	D017202	10339678
D003042	D017202	8559215
D003042	D017202	3585303
D003042	D017202	17251638
D003042	D017202	10526815
D003042	D017202	8795497
D003042	D017202	7566005
D003042	D017202	17488862
D003042	D017202	10758979
D003042	D015428	15685203
D003042	D017682	3354475
D003042	D017682	7772323
D003042	D009205	19463023
D003042	D009205	20513064
D003042	D009205	2729073
D003042	D009205	3187482
D003042	D009205	3364339
D003042	D009205	3785295
D003042	D009205	7555128
D003042	D009205	7750342
D003042	D009205	9181711
D003042	D009205	10069205
D003042	D009205	15013162
D003042	D009205	16290291
D003042	D015508	14692833
D003042	D015508	15016489
D003042	D015508	11704715
D003042	D015508	11913063
D003042	D015508	12501110
D003042	D009325	9404801
D003042	D009325	16033719
D003042	D009325	18468752
D003042	D009325	2913784
D003042	D009336	20506546
D003042	D009336	17643265
D003042	D009336	11027056
D003042	D009336	20513844
D003042	D009336	17993909
D003042	D009336	11283516
D003042	D009336	20600547
D003042	D009336	18023268
D003042	D009336	11368239
D003042	D009336	9833211
D003042	D009336	11642523
D003042	D009336	11913063
D003042	D009336	11998527
D003042	D009336	12133232
D003042	D009336	18830903
D003042	D009336	12843832
D003042	D009336	19047443
D003042	D009336	12940134
D003042	D009336	19114541
D003042	D009336	1471229
D003042	D009336	19127137
D003042	D009336	15602430
D003042	D009336	10425576
D003042	D009336	19183502
D003042	D009336	15929586
D003042	D009336	10491482
D003042	D009336	19458577
D003042	D009336	16220857
D003042	D009336	10604166
D003042	D009357	15280134
D003042	D018218	14692833
D003042	D009395	17338430
D003042	D009395	18468752
D003042	D009410	18033234
D003042	D009422	1800867
D003042	D009422	1876110
D003042	D009422	1935340
D003042	D009422	2907000
D003042	D009422	8499039
D003042	D009422	8688482
D003042	D009422	9733920
D003042	D009422	10617702
D003042	D009422	15013162
D003042	D009422	15258626
D003042	D009421	11406810
D003042	D009421	16814973
D003042	D009436	8059425
D003042	D009436	8059426
D003042	D019954	15095563
D003042	D019954	15254092
D003042	D019954	17299505
D003042	D019954	19699795
D003042	D019954	20661285
D003042	D019954	23800218
D003042	D019954	9404634
D003042	D019954	9585919
D003042	D019954	10815846
D003042	D019954	11792523
D003042	D019954	11960537
D003042	D065886	8262687
D003042	D009459	7955717
D003042	D009459	8801378
D003042	D009468	8499039
D003042	D009503	21284272
D003042	D009503	19969562
D003042	D009503	20304523
D003042	D009503	20513844
D003042	D009667	19186454
D003042	D009667	15646684
D003042	D009667	20105673
D003042	D009667	16379139
D003042	D009667	9833211
D003042	D009667	16686379
D003042	D009667	16929087
D003042	D009667	17894723
D003042	D009667	17993909
D003042	D009667	18023268
D003042	D009667	18165165
D003042	D009667	18317151
D003042	D009667	18408681
D003042	D009667	18555000
D003042	D009667	11214057
D003042	D009667	18572780
D003042	D009667	12374921
D003042	D009667	19114541
D003042	D009667	15093855
D003042	D009668	19303486
D003042	D009668	15929586
D003042	D009668	10696558
D003042	D009668	9467464
D003042	D009668	16402528
D003042	D009668	10971991
D003042	D009668	17402651
D003042	D009668	11027056
D003042	D009668	11605572
D003042	D009668	11998527
D003042	D009668	12029282
D003042	D009668	12180747
D003042	D009668	18281796
D003042	D009668	12199175
D003042	D009668	18427365
D003042	D009668	12693654
D003042	D009668	18438818
D003042	D009668	12960878
D003042	D009668	18830903
D003042	D009668	15490567
D003042	D009668	10224723
D003042	D009668	19114541
D003042	D009668	15602430
D003042	D009668	10604166
D003042	D009668	19186454
D003042	D009668	15789087
D003042	D009668	10685640
D003042	D009669	14692833
D003042	D009771	7987186
D003042	D007752	2911419
D003042	D015835	9597667
D003042	D015835	8499039
D003042	D015835	8778277
D003042	D015835	9371945
D003042	D000857	7623735
D003042	D000857	11913063
D003042	D000857	2909232
D003042	D000857	5652633
D003042	D009886	11262695
D003042	D009901	3334775
D003042	D009901	11998527
D003042	D009901	1565445
D003042	D009901	19458577
D003042	D016155	12199175
D003042	D016155	12960878
D003042	D016155	15646684
D003042	D016155	15789087
D003042	D016155	17402651
D003042	D016155	18408681
D003042	D016155	18427365
D003042	D016155	18555000
D003042	D016155	18572780
D003042	D016155	19131723
D003042	D016155	10224723
D003042	D016155	11027056
D003042	D016155	11913063
D003042	D054517	10604666
D003042	D054517	19458577
D003042	D009916	9467464
D003042	D009916	12196670
D003042	D009916	12501110
D003042	D009916	15545138
D003042	D010014	3334775
D003042	D010019	11214057
D003042	D010019	11283516
D003042	D010019	11605572
D003042	D010020	11027056
D003042	D010020	16160570
D003042	D010146	18468752
D003042	D010146	18830903
D003042	D010146	11079580
D003042	D010146	11704715
D003042	D010146	15303416
D003042	D010190	10612544
D003042	D010195	15959761
D003042	D010195	19523719
D003042	D016584	2036481
D003042	D016584	20441448
D003042	D016584	2912249
D003042	D016584	2916547
D003042	D016584	8896786
D003042	D016584	1314016
D003042	D016584	15776977
D003042	D016584	1744635
D003042	D015434	9027629
D003042	D010211	1927636
D003042	D010254	19458577
D003042	D010254	2909232
D003042	D010254	10696558
D003042	D010254	12068479
D003042	D010254	15545138
D003042	D010259	7718680
D003042	D010259	19142124
D003042	D010259	12920420
D003042	D010259	7865100
D003042	D010259	19255376
D003042	D010259	15725428
D003042	D010259	7987186
D003042	D010259	1957934
D003042	D010259	15894433
D003042	D010259	8854309
D003042	D010259	16137832
D003042	D010259	16355064
D003042	D010259	16413147
D003042	D010259	17079024
D003042	D010259	19944543
D003042	D010259	17106427
D003042	D010259	9584968
D003042	D010259	2006696
D003042	D010259	17157269
D003042	D010259	2876452
D003042	D010259	1752853
D003042	D010259	3270328
D003042	D010259	18365934
D003042	D010259	11054142
D003042	D010259	7555128
D003042	D010259	18393050
D003042	D010259	11955469
D003042	D010259	7663321
D003042	D010259	18438686
D003042	D010259	12064476
D003042	D010291	17167348
D003042	D010291	18839005
D003042	D010291	8650587
D003042	D010292	2405865
D003042	D010510	11887017
D003042	D016491	12843832
D003042	D016491	15190411
D003042	D016491	15297823
D003042	D016491	16733438
D003042	D016491	17357385
D003042	D016491	6742732
D003042	D016491	9523545
D003042	D016491	11103072
D003042	D016491	11396501
D003042	D016491	11694118
D003042	D010538	16228819
D003042	D010538	7945904
D003042	D010554	15734270
